audio,blackFrames,distribution
-22.063286,0.0,0.0
-22.163004,0.0,0.0
-22.784942,0.0,0.0
-25.772648,0.0,0.0
-26.361490,0.0,0.0
-26.986280,0.0,0.0
-27.255334,0.0,0.0
-28.793690,0.0,0.0
-27.169017,0.0,0.0
-26.845427,0.0,0.0
-28.305621,0.0,0.0
-24.285617,0.0,0.0
-21.688829,0.0,0.0
-21.669791,0.0,0.0
-21.789757,0.0,0.0
-24.669055,0.0,0.0
-24.499524,0.0,0.0
-21.422682,0.0,0.0
-25.719758,0.0,0.0
-25.841122,0.0,0.0
-23.226289,0.0,0.0
-23.606832,0.0,0.0
-21.750323,0.0,0.0
-25.044484,0.0,0.0
-24.261921,0.0,0.0
-25.575924,0.0,0.0
-27.620511,0.0,0.0
-26.638528,0.0,0.0
-21.509378,0.0,0.0
-20.512049,0.0,0.0
-21.737040,0.0,0.0
-22.746049,0.0,0.0
-25.675014,0.0,0.0
-26.324766,0.0,0.0
-25.209069,0.0,0.0
-25.308068,0.0,0.0
-25.824018,0.0,0.0
-20.775615,0.0,0.0
-21.585368,0.0,0.0
-22.674488,0.0,0.0
-28.085702,0.0,0.0
-29.629287,0.0,0.0
-29.055447,0.0,0.0
-31.946933,0.0,0.0
-29.952296,0.0,0.0
-29.779258,0.0,0.0
-29.611811,0.0,0.0
-33.468124,0.0,0.0
-19.882653,0.0,0.0
-17.388666,0.0,0.0
-21.062600,0.0,0.0
-28.466577,0.0,0.0
-28.343334,0.0,0.0
-31.903152,0.0,0.0
-30.295587,0.0,0.0
-25.644531,0.0,0.0
-24.326412,0.0,0.0
-18.565198,0.0,0.0
-22.795183,0.0,0.0
-24.461861,0.0,0.0
-26.449790,0.0,0.0
-25.954486,0.0,0.0
-27.823619,0.0,0.0
-29.403410,0.0,0.0
-28.012111,0.0,0.0
-27.371855,0.0,0.0
-20.151661,0.0,0.0
-22.572292,0.0,0.0
-23.616067,0.0,0.0
-19.888930,0.0,0.0
-21.735228,0.0,0.0
-27.627758,0.0,0.0
-21.537001,0.0,0.0
-24.202842,0.0,0.0
-27.635260,0.0,0.0
-28.258259,0.0,0.0
-28.866343,0.0,0.0
-27.813769,0.0,0.0
-26.155540,0.0,0.0
-20.414305,0.0,0.0
-19.834056,0.0,0.0
-23.044902,0.0,0.0
-21.265430,0.0,0.0
-26.013526,0.0,0.0
-27.557521,0.0,0.0
-27.707800,0.0,0.0
-28.509470,0.0,0.0
-27.003539,0.0,0.0
-27.077318,0.0,0.0
-30.163847,0.0,0.0
-30.035112,0.0,0.0
-26.039862,0.0,0.0
-28.184269,0.0,0.0
-27.184231,0.0,0.0
-25.398768,0.0,0.0
-22.085767,0.0,0.0
-24.380366,0.0,0.0
-21.133191,0.0,0.0
-23.375194,0.0,0.0
-24.144361,0.0,0.0
-23.006736,0.0,0.0
-20.802479,0.0,0.0
-20.348983,0.0,0.0
-20.346171,0.0,0.0
-30.748125,0.0,0.0
-24.105371,0.0,0.0
-23.839757,0.0,0.0
-25.049881,0.0,0.0
-21.350150,0.0,0.0
-27.093913,0.0,0.0
-28.492210,0.0,0.0
-30.725629,0.0,0.0
-19.725988,0.0,0.0
-17.789246,0.0,0.0
-18.353805,0.0,0.0
-20.572777,0.0,0.0
-22.370081,0.0,0.0
-27.034269,0.0,0.0
-23.890127,0.0,0.0
-22.017860,0.0,0.0
-27.972760,0.0,0.0
-26.391769,0.0,0.0
-25.284047,0.0,0.0
-25.206259,0.0,0.0
-21.196619,0.0,0.0
-18.409603,0.0,0.0
-20.409939,0.0,0.0
-20.797774,0.0,0.0
-20.601538,0.0,0.0
-27.669795,0.0,0.0
-32.738943,0.0,0.0
-34.460348,0.0,0.0
-32.065661,0.0,0.0
-33.009623,0.0,0.0
-31.694169,0.0,0.0
-26.732301,0.0,0.0
-29.595561,0.0,0.0
-30.784340,0.0,0.0
-26.122639,0.0,0.0
-21.249586,0.0,0.0
-22.260677,0.0,0.0
-22.204001,0.0,0.0
-23.059958,0.0,0.0
-24.317141,0.0,0.0
-27.907278,0.0,0.0
-32.740144,0.0,0.0
-27.314817,0.0,0.0
-21.570850,0.0,0.0
-21.340365,0.0,0.0
-21.572069,0.0,0.0
-24.054854,0.0,0.0
-23.628368,0.0,0.0
-24.742640,0.0,0.0
-26.096154,0.0,0.0
-27.353647,0.0,0.0
-30.727955,0.0,0.0
-25.180625,0.0,0.0
-24.669364,0.0,0.0
-26.911902,0.0,0.0
-28.341060,0.0,0.0
-21.604410,0.0,0.0
-21.672287,0.0,0.0
-23.233865,0.0,0.0
-22.055499,0.0,0.0
-23.080903,0.0,0.0
-23.640292,0.0,0.0
-28.767071,0.0,0.0
-32.379163,0.0,0.0
-32.039662,0.0,0.0
-31.743189,0.0,0.0
-30.685116,0.0,0.0
-30.547439,0.0,0.0
-32.861996,0.0,0.0
-30.606943,0.0,0.0
-23.970873,0.0,0.0
-19.463912,0.0,0.0
-20.666009,0.0,0.0
-20.890084,0.0,0.0
-26.752981,0.0,0.0
-33.149024,0.0,0.0
-27.896764,0.0,0.0
-20.110959,0.0,0.0
-21.177481,0.0,0.0
-22.075749,0.0,0.0
-26.262145,0.0,0.0
-27.010177,0.0,0.0
-27.784163,0.0,0.0
-30.965079,0.0,0.0
-26.526848,0.0,0.0
-23.957947,0.0,0.0
-21.568056,0.0,0.0
-21.365971,0.0,0.0
-22.496054,0.0,0.0
-28.601327,0.0,0.0
-30.696142,0.0,0.0
-28.089167,0.0,0.0
-23.091932,0.0,0.0
-21.838219,0.0,0.0
-21.508305,0.0,0.0
-24.362681,0.0,0.0
-24.260763,0.0,0.0
-25.099097,0.0,0.0
-23.490808,0.0,0.0
-25.639751,0.0,0.0
-23.798957,0.0,0.0
-26.032253,0.0,0.0
-27.552175,0.0,0.0
-30.933862,0.0,0.0
-31.815144,0.0,0.0
-28.670979,0.0,0.0
-29.736973,0.0,0.0
-30.002041,0.0,0.0
-30.792567,0.0,0.0
-30.956296,0.0,0.0
-30.118588,0.0,0.0
-30.359967,0.0,0.0
-31.028997,0.0,0.0
-31.064029,0.0,0.0
-29.924446,0.0,0.0
-28.914988,0.0,0.0
-28.017216,0.0,0.0
-28.736484,0.0,0.0
-29.918032,0.0,0.0
-28.682583,0.0,0.0
-30.121242,0.0,0.0
-30.314677,0.0,0.0
-29.765732,0.0,0.0
-25.136162,0.0,0.0
-22.213257,0.0,0.0
-25.952137,0.0,0.0
-26.998599,0.0,0.0
-19.467353,0.0,0.0
-19.037611,0.0,0.0
-21.982269,0.0,0.0
-22.014789,0.0,0.0
-22.205331,0.0,0.0
-26.024066,0.0,0.0
-23.453384,0.0,0.0
-18.446692,0.0,0.0
-25.503432,0.0,0.0
-30.742063,0.0,0.0
-27.684304,0.0,0.0
-31.934213,0.0,0.0
-32.315220,0.0,0.0
-32.870942,0.0,0.0
-30.565740,0.0,0.0
-20.287467,0.0,0.0
-19.034781,0.0,0.0
-23.711791,0.0,0.0
-18.981093,0.0,0.0
-19.531606,0.0,0.0
-32.851031,0.0,0.0
-33.032452,0.0,0.0
-28.796459,0.0,0.0
-19.453421,0.0,0.0
-20.037089,0.0,0.0
-30.075289,0.0,0.0
-32.189576,0.0,0.0
-25.392600,0.0,0.0
-19.335670,0.0,0.0
-19.878959,0.0,0.0
-20.119942,0.0,0.0
-20.869197,0.0,0.0
-28.077621,0.0,0.0
-31.682157,0.0,0.0
-24.782872,0.0,0.0
-18.261612,0.0,0.0
-18.900951,0.0,0.0
-25.536230,0.0,0.0
-26.395766,0.0,0.0
-29.705105,0.0,0.0
-30.372368,0.0,0.0
-29.223691,0.0,0.0
-26.084391,0.0,0.0
-24.989766,0.0,0.0
-26.650039,0.0,0.0
-27.633122,0.0,0.0
-28.759610,0.0,0.0
-27.990488,0.0,0.0
-29.486308,0.0,0.0
-30.227983,0.0,0.0
-28.197360,0.0,0.0
-27.536527,0.0,0.0
-28.506364,0.0,0.0
-30.057075,0.0,0.0
-28.375790,0.0,0.0
-30.706600,0.0,0.0
-28.467269,0.0,0.0
-29.028442,0.0,0.0
-29.188989,0.0,0.0
-28.535641,0.0,0.0
-25.179905,0.0,0.0
-19.967141,0.0,0.0
-20.584307,0.0,0.0
-25.974054,0.0,0.0
-29.784740,0.0,0.0
-26.446395,0.0,0.0
-28.378274,0.0,0.0
-27.886624,0.0,0.0
-21.171433,0.0,0.0
-27.319493,0.0,0.0
-25.723247,0.0,0.0
-21.262337,0.0,0.0
-25.745125,0.0,0.0
-24.074097,0.0,0.0
-21.334566,0.0,0.0
-21.191727,0.0,0.0
-21.265621,0.0,0.0
-21.350950,0.0,0.0
-21.907417,0.0,0.0
-21.873735,0.0,0.0
-25.321512,0.0,0.0
-25.291409,0.0,0.0
-26.207321,0.0,0.0
-25.922643,0.0,0.0
-22.639489,0.0,0.0
-21.557942,0.0,0.0
-21.452584,0.0,0.0
-23.293367,0.0,0.0
-25.176971,0.0,0.0
-24.349185,0.0,0.0
-24.585380,0.0,0.0
-23.660907,0.0,0.0
-23.229627,0.0,0.0
-23.015844,0.0,0.0
-24.636298,0.0,0.0
-22.701020,0.0,0.0
-22.394245,0.0,0.0
-24.862724,0.0,0.0
-26.929357,0.0,0.0
-23.165434,0.0,0.0
-23.604533,0.0,0.0
-23.615243,0.0,0.0
-25.881411,0.0,0.0
-25.068391,0.0,0.0
-20.845511,0.0,0.0
-21.739360,0.0,0.0
-21.709455,0.0,0.0
-22.704215,0.0,0.0
-24.910605,0.0,0.0
-24.569882,0.0,0.0
-29.343815,0.0,0.0
-30.850527,0.0,0.0
-27.246079,0.0,0.0
-29.849708,0.0,0.0
-32.180641,0.0,0.0
-29.868885,0.0,0.0
-29.647866,0.0,0.0
-26.276984,0.0,0.0
-21.294456,0.0,0.0
-25.596532,0.0,0.0
-30.100705,0.0,0.0
-25.346564,0.0,0.0
-22.031725,0.0,0.0
-22.808939,0.0,0.0
-24.274487,0.0,0.0
-24.940702,0.0,0.0
-24.886950,0.0,0.0
-26.965752,0.0,0.0
-31.400221,0.0,0.0
-29.829192,0.0,0.0
-16.490753,0.0,0.0
-18.369011,0.0,0.0
-24.511729,0.0,0.0
-24.267382,0.0,0.0
-23.473115,0.0,0.0
-23.693134,0.0,0.0
-25.518055,0.0,0.0
-26.408603,0.0,0.0
-31.401355,0.0,0.0
-31.158426,0.0,0.0
-31.085101,0.0,0.0
-32.111194,0.0,0.0
-30.707592,0.0,0.0
-31.247739,0.0,0.0
-33.909931,0.0,0.0
-34.880540,0.0,0.0
-29.408888,0.0,0.0
-30.215975,0.0,0.0
-28.267075,0.0,0.0
-28.484330,0.0,0.0
-23.475513,0.0,0.0
-17.549395,0.0,0.0
-18.721358,0.0,0.0
-20.447153,0.0,0.0
-24.493823,0.0,0.0
-27.595028,0.0,0.0
-27.588720,0.0,0.0
-26.025114,0.0,0.0
-23.722467,0.0,0.0
-25.744469,0.0,0.0
-27.787475,0.0,0.0
-28.649343,0.0,0.0
-30.187384,0.0,0.0
-32.361323,0.0,0.0
-29.985539,0.0,0.0
-30.645423,0.0,0.0
-29.038829,0.0,0.0
-27.910374,0.0,0.0
-18.380707,0.0,0.0
-17.223336,0.0,0.0
-25.253926,0.0,0.0
-26.745627,0.0,0.0
-26.017698,0.0,0.0
-26.725964,0.0,0.0
-26.178195,0.0,0.0
-25.192252,0.0,0.0
-24.860279,0.0,0.0
-25.548641,0.0,0.0
-25.385291,0.0,0.0
-27.926067,0.0,0.0
-28.982774,0.0,0.0
-30.117851,0.0,0.0
-30.781126,0.0,0.0
-33.061559,0.0,0.0
-29.037081,0.0,0.0
-28.114484,0.0,0.0
-31.370605,0.0,0.0
-30.221890,0.0,0.0
-20.871649,0.0,0.0
-19.984022,0.0,0.0
-20.503781,0.0,0.0
-21.092750,0.0,0.0
-23.728351,0.0,0.0
-28.923594,0.0,0.0
-24.428583,0.0,0.0
-22.374842,0.0,0.0
-27.894660,0.0,0.0
-29.830554,0.0,0.0
-26.955968,0.0,0.0
-22.699705,0.0,0.0
-24.798520,0.0,0.0
-23.402282,0.0,0.0
-21.001456,0.0,0.0
-19.819715,0.0,0.0
-22.396647,0.0,0.0
-23.912698,0.0,0.0
-27.838992,0.0,0.0
-25.979644,0.0,0.0
-25.308842,0.0,0.0
-23.653826,0.0,0.0
-26.391292,0.0,0.0
-24.859082,0.0,0.0
-22.554237,0.0,0.0
-23.090960,0.0,0.0
-23.091904,0.0,0.0
-25.304330,0.0,0.0
-24.864790,0.0,0.0
-31.691276,0.0,0.0
-25.303122,0.0,0.0
-22.843345,0.0,0.0
-23.113534,0.0,0.0
-24.064339,0.0,0.0
-28.199426,0.0,0.0
-26.180904,0.0,0.0
-23.742360,0.0,0.0
-22.816888,0.0,0.0
-24.911914,0.0,0.0
-29.835260,0.0,0.0
-29.143172,0.0,0.0
-25.195205,0.0,0.0
-22.003044,0.0,0.0
-20.653272,0.0,0.0
-21.670323,0.0,0.0
-26.534147,0.0,0.0
-31.075160,0.0,0.0
-32.085595,0.0,0.0
-25.610690,0.0,0.0
-22.531285,0.0,0.0
-23.995075,0.0,0.0
-25.104955,0.0,0.0
-25.966910,0.0,0.0
-28.060989,0.0,0.0
-27.940466,0.0,0.0
-29.404464,0.0,0.0
-22.343876,0.0,0.0
-21.029701,0.0,0.0
-22.162702,0.0,0.0
-23.518344,0.0,0.0
-26.753297,0.0,0.0
-29.696870,0.0,0.0
-26.981961,0.0,0.0
-25.356345,0.0,0.0
-22.592633,0.0,0.0
-23.064019,0.0,0.0
-24.322123,0.0,0.0
-28.589686,0.0,0.0
-29.538111,0.0,0.0
-28.528968,0.0,0.0
-28.039431,0.0,0.0
-28.733871,0.0,0.0
-32.241246,0.0,0.0
-30.819195,0.0,0.0
-28.792635,0.0,0.0
-30.479306,0.0,0.0
-30.073119,0.0,0.0
-28.533233,0.0,0.0
-26.004282,0.0,0.0
-24.135631,0.0,0.0
-23.209641,0.0,0.0
-21.972302,0.0,0.0
-23.687542,0.0,0.0
-23.741081,0.0,0.0
-20.896970,0.0,0.0
-24.128393,0.0,0.0
-26.891157,0.0,0.0
-29.989439,0.0,0.0
-29.051909,0.0,0.0
-27.479198,0.0,0.0
-25.491964,0.0,0.0
-25.948207,0.0,0.0
-25.323001,0.0,0.0
-25.001722,0.0,0.0
-25.139878,0.0,0.0
-24.548238,0.0,0.0
-24.008985,0.0,0.0
-25.371857,0.0,0.0
-25.217583,0.0,0.0
-24.208946,0.0,0.0
-22.832853,0.0,0.0
-24.957806,0.0,0.0
-25.168218,0.0,0.0
-20.680682,0.0,0.0
-19.497903,0.0,0.0
-19.927366,0.0,0.0
-20.309413,0.0,0.0
-25.841768,0.0,0.0
-25.552153,0.0,0.0
-28.749613,0.0,0.0
-28.838371,0.0,0.0
-26.131853,0.0,0.0
-25.583629,0.0,0.0
-26.636242,0.0,0.0
-29.540305,0.0,0.0
-29.834272,0.0,0.0
-27.152613,0.0,0.0
-27.689658,0.0,0.0
-29.430582,0.0,0.0
-28.438179,0.0,0.0
-28.434285,0.0,0.0
-29.544910,0.0,0.0
-31.455929,0.0,0.0
-30.374023,0.0,0.0
-29.807535,0.0,0.0
-29.203419,0.0,0.0
-28.040727,0.0,0.0
-28.948653,0.0,0.0
-29.857672,0.0,0.0
-29.676214,0.0,0.0
-30.428869,0.0,0.0
-30.499454,0.0,0.0
-30.848667,0.0,0.0
-30.252985,0.0,0.0
-29.357804,0.0,0.0
-31.119497,0.0,0.0
-30.633610,0.0,0.0
-30.008480,0.0,0.0
-24.178456,0.0,0.0
-23.616280,0.0,0.0
-26.782362,0.0,0.0
-25.917605,0.0,0.0
-19.678560,0.0,0.0
-20.929495,0.0,0.0
-21.026512,0.0,0.0
-23.177083,0.0,0.0
-25.509948,0.0,0.0
-30.001291,0.0,0.0
-28.970462,0.0,0.0
-25.414783,0.0,0.0
-28.830156,0.0,0.0
-28.531110,0.0,0.0
-27.897197,0.0,0.0
-23.769441,0.0,0.0
-19.528609,0.0,0.0
-20.469478,0.0,0.0
-20.471827,0.0,0.0
-22.056178,0.0,0.0
-22.169259,0.0,0.0
-23.066618,0.0,0.0
-28.332386,0.0,0.0
-27.435979,0.0,0.0
-29.381391,0.0,0.0
-25.354589,0.0,0.0
-21.716894,0.0,0.0
-20.926067,0.0,0.0
-21.600129,0.0,0.0
-22.323198,0.0,0.0
-22.907421,0.0,0.0
-23.438134,0.0,0.0
-24.913419,0.0,0.0
-23.350510,0.0,0.0
-21.972234,0.0,0.0
-24.529458,0.0,0.0
-25.325370,0.0,0.0
-25.278687,0.0,0.0
-23.680058,0.0,0.0
-22.598763,0.0,0.0
-24.925078,0.0,0.0
-26.850509,0.0,0.0
-25.507425,0.0,0.0
-24.698406,0.0,0.0
-22.665803,0.0,0.0
-23.521119,0.0,0.0
-24.374650,0.0,0.0
-27.243748,0.0,0.0
-26.058662,0.0,0.0
-24.949972,0.0,0.0
-24.009323,0.0,0.0
-23.312474,0.0,0.0
-23.301506,0.0,0.0
-22.719434,0.0,0.0
-25.034225,0.0,0.0
-22.371221,0.0,0.0
-23.235764,0.0,0.0
-21.294628,0.0,0.0
-22.262447,0.0,0.0
-24.625177,0.0,0.0
-22.513819,0.0,0.0
-24.933622,0.0,0.0
-25.420158,0.0,0.0
-24.704057,0.0,0.0
-23.399294,0.0,0.0
-22.570882,0.0,0.0
-20.833926,0.0,0.0
-23.282103,0.0,0.0
-21.098352,0.0,0.0
-19.808566,0.0,0.0
-24.080860,0.0,0.0
-22.736790,0.0,0.0
-21.086399,0.0,0.0
-21.239862,0.0,0.0
-23.763308,0.0,0.0
-22.058847,0.0,0.0
-22.590228,0.0,0.0
-21.024093,0.0,0.0
-21.674565,0.0,0.0
-21.441479,0.0,0.0
-20.563620,0.0,0.0
-21.351801,0.0,0.0
-21.492689,0.0,0.0
-21.224865,0.0,0.0
-21.681086,0.0,0.0
-21.431018,0.0,0.0
-21.606580,0.0,0.0
-20.791746,0.0,0.0
-21.597443,0.0,0.0
-20.601127,0.0,0.0
-21.653061,0.0,0.0
-22.898601,0.0,0.0
-21.115609,0.0,0.0
-20.820281,0.0,0.0
-22.164395,0.0,0.0
-21.730638,0.0,0.0
-21.184646,0.0,0.0
-21.007240,0.0,0.0
-20.472908,0.0,0.0
-21.074181,0.0,0.0
-20.665165,0.0,0.0
-21.137454,0.0,0.0
-19.989604,0.0,0.0
-19.864655,0.0,0.0
-19.875489,0.0,0.0
-20.122840,0.0,0.0
-20.353158,0.0,0.0
-20.550735,0.0,0.0
-20.400619,0.0,0.0
-20.208585,0.0,0.0
-20.361691,0.0,0.0
-19.583779,0.0,0.0
-19.394167,0.0,0.0
-19.435851,0.0,0.0
-20.326600,0.0,0.0
-19.867885,0.0,0.0
-19.597215,0.0,0.0
-20.272386,0.0,0.0
-19.849962,0.0,0.0
-19.902672,0.0,0.0
-19.762687,0.0,0.0
-19.971711,0.0,0.0
-20.060025,0.0,0.0
-19.939306,0.0,0.0
-19.470919,0.0,0.0
-20.908402,0.0,0.0
-20.348031,0.0,0.0
-20.979722,0.0,0.0
-21.068006,0.0,0.0
-21.863381,0.0,0.0
-22.747570,0.0,0.0
-23.156769,0.0,0.0
-23.120626,0.0,0.0
-23.125584,0.0,0.0
-23.432904,0.0,0.0
-23.208208,0.0,0.0
-18.546431,0.0,0.0
-17.489118,0.0,0.0
-19.420460,0.0,0.0
-19.902346,0.0,0.0
-20.572159,0.0,0.0
-21.152172,0.0,0.0
-22.440717,0.0,0.0
-22.665862,0.0,0.0
-22.378664,0.0,0.0
-25.141110,0.0,0.0
-27.857182,0.0,0.0
-26.874128,0.0,0.0
-22.476608,0.0,0.0
-23.362243,0.0,0.0
-22.914761,0.0,0.0
-22.988381,0.0,0.0
-23.962206,0.0,0.0
-25.207068,0.0,0.0
-26.166812,0.0,0.0
-27.754925,0.0,0.0
-27.514669,0.0,0.0
-27.974857,0.0,0.0
-29.432659,0.0,0.0
-28.900277,0.0,0.0
-30.046888,0.0,0.0
-29.595876,0.0,0.0
-29.956852,0.0,0.0
-30.401746,0.0,0.0
-29.834385,0.0,0.0
-31.144272,0.0,0.0
-30.579692,0.0,0.0
-31.246146,0.0,0.0
-30.884725,0.0,0.0
-30.104177,0.0,0.0
-32.195500,0.0,0.0
-30.145007,0.0,0.0
-31.570220,0.0,0.0
-30.613122,0.0,0.0
-29.419012,0.0,0.0
-31.622155,0.0,0.0
-29.622118,0.0,0.0
-30.532122,0.0,0.0
-31.745353,0.0,0.0
-30.478974,0.0,0.0
-30.304257,0.0,0.0
-31.097099,0.0,0.0
-30.499454,0.0,0.0
-28.579153,0.0,0.0
-29.065655,0.0,0.0
-30.722210,0.0,0.0
-32.117800,0.0,0.0
-31.447470,0.0,0.0
-30.065569,0.0,0.0
-28.751334,0.0,0.0
-29.220600,0.0,0.0
-29.931696,0.0,0.0
-29.984798,0.0,0.0
-31.027812,0.0,0.0
-30.757977,0.0,0.0
-31.400292,0.0,0.0
-30.605233,0.0,0.0
-31.087895,0.0,0.0
-31.217609,0.0,0.0
-31.703086,0.0,0.0
-31.501971,0.0,0.0
-31.836168,0.0,0.0
-31.699104,0.0,0.0
-31.456242,0.0,0.0
-32.477813,0.0,0.0
-31.702800,0.0,0.0
-31.879863,0.0,0.0
-32.368434,0.0,0.0
-32.311423,0.0,0.0
-32.268380,0.0,0.0
-32.268877,0.0,0.0
