audio,blackFrames,distribution
-20.329557,0.0,0.0
-21.564686,0.0,0.0
-24.906887,0.0,0.0
-35.416252,0.0,0.0
-37.460786,0.0,0.0
-37.291630,0.0,0.0
-35.900859,0.0,0.0
-34.564647,0.0,0.0
-34.852389,0.0,0.0
-34.154189,0.0,0.0
-38.115652,0.0,0.0
-36.470905,0.0,0.0
-26.379316,0.0,0.0
-27.664505,0.0,0.0
-30.494842,0.0,0.0
-32.701335,0.0,0.0
-33.314397,0.0,0.0
-20.890070,0.0,0.0
-24.112184,0.0,0.0
-29.196306,0.0,0.0
-26.450521,0.0,0.0
-25.114643,0.0,0.0
-21.529316,0.0,0.0
-27.731225,0.0,0.0
-37.635477,0.0,0.0
-34.784100,0.0,0.0
-32.647275,0.0,0.0
-28.768035,0.0,0.0
-29.498456,0.0,0.0
-27.342718,0.0,0.0
-23.503242,0.0,0.0
-23.403274,0.0,0.0
-22.850878,0.0,0.0
-24.018753,0.0,0.0
-25.653481,0.0,0.0
-29.557306,0.0,0.0
-35.637048,0.0,0.0
-35.583344,0.0,0.0
-35.089362,0.0,0.0
-35.179688,0.0,0.0
-37.287572,0.0,0.0
-31.595001,0.0,0.0
-32.425320,0.0,0.0
-29.060230,0.0,0.0
-25.451552,0.0,0.0
-25.354197,0.0,0.0
-22.443557,0.0,0.0
-23.931766,0.0,0.0
-28.483691,0.0,0.0
-27.776505,0.0,0.0
-24.899963,0.0,0.0
-25.850182,0.0,0.0
-27.694659,0.0,0.0
-28.772707,0.0,0.0
-24.209748,0.0,0.0
-23.975423,0.0,0.0
-26.456451,0.0,0.0
-26.934505,0.0,0.0
-29.618310,0.0,0.0
-33.428812,0.0,0.0
-31.723632,0.0,0.0
-23.100977,0.0,0.0
-27.425740,0.0,0.0
-33.848208,0.0,0.0
-33.632386,0.0,0.0
-34.836991,0.0,0.0
-30.829952,0.0,0.0
-18.611327,0.0,0.0
-20.665449,0.0,0.0
-27.237787,0.0,0.0
-35.301950,0.0,0.0
-36.681612,0.0,0.0
-37.417065,0.0,0.0
-38.278899,0.0,0.0
-38.225472,0.0,0.0
-37.037897,0.0,0.0
-31.213116,0.0,0.0
-20.352015,0.0,0.0
-22.759139,0.0,0.0
-30.142522,0.0,0.0
-24.537508,0.0,0.0
-25.840032,0.0,0.0
-32.566532,0.0,0.0
-29.099576,0.0,0.0
-23.789629,0.0,0.0
-21.395417,0.0,0.0
-21.334985,0.0,0.0
-33.074939,0.0,0.0
-34.900419,0.0,0.0
-28.480364,0.0,0.0
-31.623880,0.0,0.0
-31.980264,0.0,0.0
-34.408072,0.0,0.0
-29.346534,0.0,0.0
-30.166942,0.0,0.0
-20.555034,0.0,0.0
-19.942230,0.0,0.0
-21.852743,0.0,0.0
-23.155682,0.0,0.0
-29.159773,0.0,0.0
-36.471613,0.0,0.0
-34.795559,0.0,0.0
-32.576843,0.0,0.0
-32.180736,0.0,0.0
-28.883754,0.0,0.0
-31.125419,0.0,0.0
-28.716018,0.0,0.0
-29.774003,0.0,0.0
-27.966695,0.0,0.0
-28.353560,0.0,0.0
-34.411462,0.0,0.0
-36.889259,0.0,0.0
-35.603209,0.0,0.0
-27.092411,0.0,0.0
-22.897162,0.0,0.0
-24.898969,0.0,0.0
-29.950926,0.0,0.0
-35.236890,0.0,0.0
-37.369018,0.0,0.0
-37.605932,0.0,0.0
-38.557647,0.0,0.0
-37.267286,0.0,0.0
-38.021801,0.0,0.0
-35.748107,0.0,0.0
-37.217729,0.0,0.0
-38.964573,0.0,0.0
-34.704710,0.0,0.0
-32.755846,0.0,0.0
-34.023743,0.0,0.0
-25.456931,0.0,0.0
-27.228394,0.0,0.0
-25.129976,0.0,0.0
-26.906427,0.0,0.0
-28.981189,0.0,0.0
-19.673662,0.0,0.0
-23.263259,0.0,0.0
-26.355803,0.0,0.0
-33.542277,0.0,0.0
-27.162351,0.0,0.0
-27.553504,0.0,0.0
-21.189824,0.0,0.0
-21.199416,0.0,0.0
-21.640159,0.0,0.0
-21.933571,0.0,0.0
-24.294614,0.0,0.0
-25.340370,0.0,0.0
-27.311524,0.0,0.0
-29.198539,0.0,0.0
-34.533950,0.0,0.0
-35.756368,0.0,0.0
-35.792658,0.0,0.0
-35.421070,0.0,0.0
-35.312627,0.0,0.0
-37.492217,0.0,0.0
-35.451113,0.0,0.0
-32.418500,0.0,0.0
-28.455309,0.0,0.0
-25.492837,0.0,0.0
-31.547516,0.0,0.0
-25.296395,0.0,0.0
-26.159461,0.0,0.0
-20.284066,0.0,0.0
-21.987836,0.0,0.0
-24.906201,0.0,0.0
-33.629477,0.0,0.0
-34.879854,0.0,0.0
-37.398449,0.0,0.0
-30.236975,0.0,0.0
-25.229681,0.0,0.0
-23.361790,0.0,0.0
-21.481291,0.0,0.0
-24.175541,0.0,0.0
-24.926376,0.0,0.0
-29.323112,0.0,0.0
-26.293819,0.0,0.0
-28.478639,0.0,0.0
-34.481792,0.0,0.0
-32.628956,0.0,0.0
-26.847767,0.0,0.0
-21.009745,0.0,0.0
-19.689790,0.0,0.0
-20.475177,0.0,0.0
-25.161485,0.0,0.0
-33.139951,0.0,0.0
-32.789860,0.0,0.0
-31.598619,0.0,0.0
-33.584667,0.0,0.0
-38.343094,0.0,0.0
-37.766689,0.0,0.0
-36.100190,0.0,0.0
-36.133384,0.0,0.0
-35.633319,0.0,0.0
-36.291488,0.0,0.0
-36.266436,0.0,0.0
-35.782578,0.0,0.0
-35.617343,0.0,0.0
-34.379833,0.0,0.0
-35.900982,0.0,0.0
-34.975283,0.0,0.0
-37.365784,0.0,0.0
-35.179870,0.0,0.0
-24.925945,0.0,0.0
-22.176731,0.0,0.0
-21.609470,0.0,0.0
-22.975385,0.0,0.0
-28.353563,0.0,0.0
-32.223610,0.0,0.0
-30.836717,0.0,0.0
-26.432415,0.0,0.0
-27.011408,0.0,0.0
-27.166267,0.0,0.0
-34.428244,0.0,0.0
-31.957423,0.0,0.0
-24.850129,0.0,0.0
-20.520185,0.0,0.0
-25.043740,0.0,0.0
-31.627981,0.0,0.0
-34.214254,0.0,0.0
-22.525531,0.0,0.0
-21.594246,0.0,0.0
-23.757514,0.0,0.0
-29.308052,0.0,0.0
-35.263099,0.0,0.0
-33.939428,0.0,0.0
-34.322905,0.0,0.0
-34.034801,0.0,0.0
-33.115807,0.0,0.0
-34.325498,0.0,0.0
-32.235540,0.0,0.0
-33.596367,0.0,0.0
-30.833466,0.0,0.0
-29.329925,0.0,0.0
-32.479370,0.0,0.0
-33.156876,0.0,0.0
-33.324111,0.0,0.0
-33.670340,0.0,0.0
-32.976023,0.0,0.0
-30.456274,0.0,0.0
-19.454668,0.0,0.0
-27.047522,0.0,0.0
-31.693144,0.0,0.0
-30.673148,0.0,0.0
-25.742563,0.0,0.0
-28.977512,0.0,0.0
-26.237232,0.0,0.0
-24.963463,0.0,0.0
-28.725603,0.0,0.0
-26.878378,0.0,0.0
-26.453643,0.0,0.0
-29.385364,0.0,0.0
-30.388834,0.0,0.0
-23.050691,0.0,0.0
-21.673792,0.0,0.0
-25.286872,0.0,0.0
-26.048432,0.0,0.0
-23.976888,0.0,0.0
-20.669694,0.0,0.0
-23.273655,0.0,0.0
-27.249013,0.0,0.0
-35.884687,0.0,0.0
-34.655801,0.0,0.0
-28.013479,0.0,0.0
-21.052161,0.0,0.0
-21.485927,0.0,0.0
-23.209103,0.0,0.0
-24.525698,0.0,0.0
-27.429254,0.0,0.0
-32.188158,0.0,0.0
-31.530486,0.0,0.0
-28.562206,0.0,0.0
-25.765035,0.0,0.0
-30.560627,0.0,0.0
-28.053343,0.0,0.0
-20.926897,0.0,0.0
-21.310289,0.0,0.0
-23.604677,0.0,0.0
-26.351401,0.0,0.0
-30.633426,0.0,0.0
-31.569964,0.0,0.0
-35.773677,0.0,0.0
-35.976594,0.0,0.0
-35.856604,0.0,0.0
-35.362590,0.0,0.0
-34.582545,0.0,0.0
-35.217130,0.0,0.0
-37.553200,0.0,0.0
-39.188655,0.0,0.0
-31.824685,0.0,0.0
-32.760186,0.0,0.0
-18.863814,0.0,0.0
-21.310059,0.0,0.0
-27.766772,0.0,0.0
-22.508146,0.0,0.0
-19.970978,0.0,0.0
-21.964798,0.0,0.0
-26.295668,0.0,0.0
-36.847466,0.0,0.0
-35.170393,0.0,0.0
-29.009840,0.0,0.0
-32.819961,0.0,0.0
-35.097797,0.0,0.0
-34.049653,0.0,0.0
-32.512158,0.0,0.0
-32.647001,0.0,0.0
-26.660678,0.0,0.0
-22.589668,0.0,0.0
-25.045018,0.0,0.0
-24.776980,0.0,0.0
-32.522454,0.0,0.0
-29.694576,0.0,0.0
-28.764937,0.0,0.0
-30.716814,0.0,0.0
-26.684415,0.0,0.0
-32.025503,0.0,0.0
-34.979252,0.0,0.0
-34.172954,0.0,0.0
-34.893262,0.0,0.0
-35.879605,0.0,0.0
-35.933050,0.0,0.0
-37.994934,0.0,0.0
-37.528561,0.0,0.0
-24.036476,0.0,0.0
-19.968896,0.0,0.0
-28.811344,0.0,0.0
-30.370841,0.0,0.0
-36.539806,0.0,0.0
-33.857471,0.0,0.0
-24.229033,0.0,0.0
-25.162379,0.0,0.0
-25.738999,0.0,0.0
-25.135808,0.0,0.0
-27.112713,0.0,0.0
-26.421411,0.0,0.0
-25.881045,0.0,0.0
-26.125283,0.0,0.0
-27.841053,0.0,0.0
-19.547815,0.0,0.0
-20.452101,0.0,0.0
-23.196835,0.0,0.0
-20.890630,0.0,0.0
-24.558038,0.0,0.0
-23.840257,0.0,0.0
-21.951760,0.0,0.0
-26.399578,0.0,0.0
-30.093795,0.0,0.0
-30.595396,0.0,0.0
-31.716745,0.0,0.0
-34.605666,0.0,0.0
-29.251458,0.0,0.0
-26.446225,0.0,0.0
-29.043337,0.0,0.0
-19.919382,0.0,0.0
-27.704545,0.0,0.0
-36.260566,0.0,0.0
-36.134572,0.0,0.0
-20.487736,0.0,0.0
-18.918433,0.0,0.0
-19.616602,0.0,0.0
-22.724104,0.0,0.0
-29.016351,0.0,0.0
-35.419327,0.0,0.0
-36.451519,0.0,0.0
-36.134593,0.0,0.0
-37.700513,0.0,0.0
-31.052929,0.0,0.0
-24.558797,0.0,0.0
-32.777864,0.0,0.0
-36.139528,0.0,0.0
-32.467691,0.0,0.0
-24.719704,0.0,0.0
-21.588804,0.0,0.0
-24.491620,0.0,0.0
-29.321733,0.0,0.0
-29.873145,0.0,0.0
-33.114490,0.0,0.0
-24.114256,0.0,0.0
-22.563681,0.0,0.0
-29.044698,0.0,0.0
-28.337943,0.0,0.0
-27.244186,0.0,0.0
-22.402791,0.0,0.0
-23.066739,0.0,0.0
-23.178274,0.0,0.0
-23.545859,0.0,0.0
-33.683252,0.0,0.0
-32.776159,0.0,0.0
-33.336321,0.0,0.0
-33.214301,0.0,0.0
-35.569056,0.0,0.0
-38.575063,0.0,0.0
-33.445102,0.0,0.0
-19.941955,0.0,0.0
-19.969030,0.0,0.0
-24.791385,0.0,0.0
-28.894260,0.0,0.0
-30.320113,0.0,0.0
-28.017007,0.0,0.0
-30.589011,0.0,0.0
-30.138074,0.0,0.0
-27.529447,0.0,0.0
-31.240081,0.0,0.0
-34.337491,0.0,0.0
-31.409966,0.0,0.0
-32.906694,0.0,0.0
-33.316808,0.0,0.0
-32.883617,0.0,0.0
-35.613823,0.0,0.0
-35.603230,0.0,0.0
-34.979506,0.0,0.0
-35.490947,0.0,0.0
-35.884636,0.0,0.0
-35.835911,0.0,0.0
-18.001006,0.0,0.0
-22.027015,0.0,0.0
-31.924914,0.0,0.0
-36.094051,0.0,0.0
-17.871995,0.0,0.0
-15.985643,0.0,0.0
-20.125689,0.0,0.0
-26.804706,0.0,0.0
-34.787363,0.0,0.0
-29.272390,0.0,0.0
-22.649656,0.0,0.0
-31.783310,0.0,0.0
-36.115244,0.0,0.0
-34.625211,0.0,0.0
-29.484941,0.0,0.0
-30.171555,0.0,0.0
-30.892845,0.0,0.0
-32.728921,0.0,0.0
-39.181490,0.0,0.0
-30.715026,0.0,0.0
-29.210483,0.0,0.0
-29.954883,0.0,0.0
-21.841208,0.0,0.0
-18.915567,0.0,0.0
-22.505308,0.0,0.0
-26.777987,0.0,0.0
-32.647062,0.0,0.0
-32.980995,0.0,0.0
-35.286063,0.0,0.0
-35.975698,0.0,0.0
-33.440679,0.0,0.0
-34.416133,0.0,0.0
-22.066831,0.0,0.0
-21.553528,0.0,0.0
-35.062149,0.0,0.0
-37.595635,0.0,0.0
-27.642334,0.0,0.0
-29.990058,0.0,0.0
-28.062017,0.0,0.0
-22.943041,0.0,0.0
-24.632500,0.0,0.0
-28.179661,0.0,0.0
-30.758565,0.0,0.0
-28.390867,0.0,0.0
-28.345486,0.0,0.0
-31.708317,0.0,0.0
-38.919087,0.0,0.0
-22.750903,0.0,0.0
-20.812379,0.0,0.0
-20.534814,0.0,0.0
-21.844094,0.0,0.0
-24.487097,0.0,0.0
-32.173725,0.0,0.0
-32.546730,0.0,0.0
-29.495014,0.0,0.0
-30.713414,0.0,0.0
-32.949939,0.0,0.0
-24.108281,0.0,0.0
-21.020000,0.0,0.0
-22.453102,0.0,0.0
-21.988331,0.0,0.0
-26.649804,0.0,0.0
-29.039635,0.0,0.0
-36.331754,0.0,0.0
-36.568956,0.0,0.0
-36.419795,0.0,0.0
-33.428355,0.0,0.0
-32.327446,0.0,0.0
-34.873089,0.0,0.0
-37.537036,0.0,0.0
-40.012331,0.0,0.0
-33.112368,0.0,0.0
-34.612515,0.0,0.0
-33.447294,0.0,0.0
-37.018014,0.0,0.0
-25.453851,0.0,0.0
-25.045760,0.0,0.0
-28.730884,0.0,0.0
-28.642728,0.0,0.0
-36.398326,0.0,0.0
-29.929330,0.0,0.0
-21.869148,0.0,0.0
-18.933341,0.0,0.0
-20.389152,0.0,0.0
-25.906296,0.0,0.0
-32.626417,0.0,0.0
-31.224320,0.0,0.0
-29.880964,0.0,0.0
-21.807517,0.0,0.0
-29.700519,0.0,0.0
-30.998030,0.0,0.0
-24.588437,0.0,0.0
-25.620464,0.0,0.0
-26.581490,0.0,0.0
-23.089294,0.0,0.0
-22.039112,0.0,0.0
-28.321820,0.0,0.0
-25.859820,0.0,0.0
-32.432851,0.0,0.0
-35.097425,0.0,0.0
-37.151916,0.0,0.0
-32.622350,0.0,0.0
-33.703753,0.0,0.0
-21.367262,0.0,0.0
-22.842021,0.0,0.0
-30.827749,0.0,0.0
-30.372774,0.0,0.0
-31.501672,0.0,0.0
-33.782039,0.0,0.0
-29.383194,0.0,0.0
-27.304330,0.0,0.0
-27.800247,0.0,0.0
-27.397755,0.0,0.0
-28.537119,0.0,0.0
-26.551271,0.0,0.0
-25.976572,0.0,0.0
-29.602944,0.0,0.0
-32.319906,0.0,0.0
-28.507616,0.0,0.0
-28.694283,0.0,0.0
-30.071528,0.0,0.0
-36.767091,0.0,0.0
-33.275171,0.0,0.0
-33.440617,0.0,0.0
-20.786734,0.0,0.0
-19.760488,0.0,0.0
-20.261240,0.0,0.0
-22.321685,0.0,0.0
-28.016443,0.0,0.0
-32.974384,0.0,0.0
-35.746959,0.0,0.0
-35.165019,0.0,0.0
-34.508847,0.0,0.0
-37.218444,0.0,0.0
-34.772956,0.0,0.0
-34.562967,0.0,0.0
-34.585352,0.0,0.0
-37.468871,0.0,0.0
-36.881953,0.0,0.0
-38.349368,0.0,0.0
-32.150108,0.0,0.0
-26.678782,0.0,0.0
-32.461438,0.0,0.0
-35.392025,0.0,0.0
-27.996623,0.0,0.0
-20.764335,0.0,0.0
-26.917672,0.0,0.0
-26.348195,0.0,0.0
-34.688773,0.0,0.0
-35.328866,0.0,0.0
-27.852117,0.0,0.0
-25.463869,0.0,0.0
-30.864258,0.0,0.0
-32.233773,0.0,0.0
-29.558220,0.0,0.0
-31.664945,0.0,0.0
-30.024007,0.0,0.0
-27.859644,0.0,0.0
-20.716186,0.0,0.0
-22.295525,0.0,0.0
-26.134875,0.0,0.0
-31.028509,0.0,0.0
-33.529042,0.0,0.0
-32.795769,0.0,0.0
-22.857739,0.0,0.0
-21.408414,0.0,0.0
-21.148442,0.0,0.0
-22.998592,0.0,0.0
-26.258704,0.0,0.0
-27.215702,0.0,0.0
-29.268326,0.0,0.0
-35.328428,0.0,0.0
-32.599914,0.0,0.0
-22.180821,0.0,0.0
-25.200391,0.0,0.0
-28.551612,0.0,0.0
-33.699043,0.0,0.0
-32.933823,0.0,0.0
-35.018182,0.0,0.0
-31.750534,0.0,0.0
-21.132449,0.0,0.0
-22.286627,0.0,0.0
-31.654750,0.0,0.0
-34.783272,0.0,0.0
-38.585486,0.0,0.0
-40.036682,0.0,0.0
-30.571927,0.0,0.0
-27.333316,0.0,0.0
-23.200889,0.0,0.0
-29.049404,0.0,0.0
-31.620169,0.0,0.0
-25.558804,0.0,0.0
-29.309286,0.0,0.0
-29.792309,0.0,0.0
-30.023387,0.0,0.0
-36.274722,0.0,0.0
-26.172492,0.0,0.0
-24.456693,0.0,0.0
-25.030471,0.0,0.0
-24.562322,0.0,0.0
-25.939730,0.0,0.0
-31.068809,0.0,0.0
-32.142958,0.0,0.0
-29.164560,0.0,0.0
-27.982802,0.0,0.0
-25.452387,0.0,0.0
-23.110492,0.0,0.0
-21.299303,0.0,0.0
-21.447227,0.0,0.0
-25.543742,0.0,0.0
-25.165194,0.0,0.0
-22.131213,0.0,0.0
-25.242411,0.0,0.0
-37.368442,0.0,0.0
-37.286883,0.0,0.0
-36.803314,0.0,0.0
-39.460489,0.0,0.0
-40.172660,0.0,0.0
-36.874916,0.0,0.0
-20.239890,0.0,0.0
-20.689842,0.0,0.0
-31.432267,0.0,0.0
-31.404608,0.0,0.0
-36.276779,0.0,0.0
-37.858469,0.0,0.0
-30.139446,0.0,0.0
-27.333692,0.0,0.0
-30.433583,0.0,0.0
-34.096848,0.0,0.0
-33.091271,0.0,0.0
-29.980101,0.0,0.0
-38.483388,0.0,0.0
-35.144358,0.0,0.0
-20.137848,0.0,0.0
-18.725868,0.0,0.0
-20.701797,0.0,0.0
-24.805057,0.0,0.0
-31.910296,0.0,0.0
-37.430309,0.0,0.0
-38.693609,0.0,0.0
-39.342223,0.0,0.0
-36.253743,0.0,0.0
-27.886372,0.0,0.0
-26.127056,0.0,0.0
-29.391223,0.0,0.0
-23.787006,0.0,0.0
-20.995554,0.0,0.0
-26.280994,0.0,0.0
-28.492747,0.0,0.0
-31.077400,0.0,0.0
-28.249677,0.0,0.0
-31.547145,0.0,0.0
-29.722410,0.0,0.0
-31.254232,0.0,0.0
-36.955325,0.0,0.0
-35.765498,0.0,0.0
-34.117723,0.0,0.0
-27.880374,0.0,0.0
-23.756500,0.0,0.0
-18.534576,0.0,0.0
-23.365358,0.0,0.0
-34.582841,0.0,0.0
-36.464432,0.0,0.0
-28.138917,0.0,0.0
-27.287021,0.0,0.0
-29.746368,0.0,0.0
-32.039071,0.0,0.0
-31.442307,0.0,0.0
-34.036486,0.0,0.0
-28.806111,0.0,0.0
-28.647506,0.0,0.0
-29.809440,0.0,0.0
-25.209664,0.0,0.0
-22.949908,0.0,0.0
-22.267873,0.0,0.0
-22.506801,0.0,0.0
-22.700462,0.0,0.0
-21.697355,0.0,0.0
-23.402769,0.0,0.0
-31.980362,0.0,0.0
-37.869073,0.0,0.0
-36.535138,0.0,0.0
-37.522241,0.0,0.0
-37.193752,0.0,0.0
-35.967167,0.0,0.0
-36.590750,0.0,0.0
-36.737556,0.0,0.0
-39.093551,0.0,0.0
-39.722763,0.0,0.0
-21.300596,0.0,0.0
-19.623570,0.0,0.0
-23.621439,0.0,0.0
-26.216556,0.0,0.0
-27.729782,0.0,0.0
-23.988325,0.0,0.0
-20.020378,0.0,0.0
-20.999877,0.0,0.0
-21.783774,0.0,0.0
-25.336607,0.0,0.0
-28.809707,0.0,0.0
-29.716148,0.0,0.0
-32.591479,0.0,0.0
-32.890686,0.0,0.0
-36.435450,0.0,0.0
-34.050050,0.0,0.0
-27.710916,0.0,0.0
-23.673854,0.0,0.0
-23.707996,0.0,0.0
-25.525509,0.0,0.0
-27.401347,0.0,0.0
-34.144162,0.0,0.0
-37.620705,0.0,0.0
-36.802258,0.0,0.0
-36.589534,0.0,0.0
-35.804740,0.0,0.0
-38.886170,0.0,0.0
-37.800188,0.0,0.0
-38.074764,0.0,0.0
-38.261531,0.0,0.0
-33.887498,0.0,0.0
-36.715327,0.0,0.0
-26.122481,0.0,0.0
-20.800231,0.0,0.0
-23.532372,0.0,0.0
-23.065571,0.0,0.0
-23.115240,0.0,0.0
-31.209875,0.0,0.0
-35.689729,0.0,0.0
-29.610993,0.0,0.0
-24.213773,0.0,0.0
-22.867506,0.0,0.0
-25.612659,0.0,0.0
-28.121696,0.0,0.0
-31.226824,0.0,0.0
-35.135820,0.0,0.0
-37.865246,0.0,0.0
-35.500965,0.0,0.0
-34.555246,0.0,0.0
-35.813742,0.0,0.0
-24.898455,0.0,0.0
-18.946579,0.0,0.0
-20.889685,0.0,0.0
-31.396484,0.0,0.0
-30.720252,0.0,0.0
-27.242783,0.0,0.0
-19.253886,0.0,0.0
-21.674546,0.0,0.0
-27.074595,0.0,0.0
-31.889322,0.0,0.0
-36.748848,0.0,0.0
-36.014218,0.0,0.0
-37.458328,0.0,0.0
-37.053985,0.0,0.0
-37.696608,0.0,0.0
-35.596954,0.0,0.0
-36.939497,0.0,0.0
-34.503983,0.0,0.0
-32.829664,0.0,0.0
-27.107183,0.0,0.0
-27.312166,0.0,0.0
-27.593889,0.0,0.0
-27.536076,0.0,0.0
-24.582333,0.0,0.0
-24.405953,0.0,0.0
-29.328791,0.0,0.0
-30.839229,0.0,0.0
-30.478478,0.0,0.0
-32.552172,0.0,0.0
-23.932016,0.0,0.0
-30.089325,0.0,0.0
-35.922009,0.0,0.0
-34.237030,0.0,0.0
-28.221495,0.0,0.0
-29.207406,0.0,0.0
-28.541878,0.0,0.0
-31.816179,0.0,0.0
-31.644368,0.0,0.0
-24.372678,0.0,0.0
-22.178175,0.0,0.0
-30.899241,0.0,0.0
-36.405939,0.0,0.0
-33.221490,0.0,0.0
-20.923763,0.0,0.0
-21.718039,0.0,0.0
-27.817280,0.0,0.0
-29.215535,0.0,0.0
-34.446798,0.0,0.0
-34.405089,0.0,0.0
-29.218593,0.0,0.0
-30.164967,0.0,0.0
-34.394148,0.0,0.0
-35.122182,0.0,0.0
-32.963218,0.0,0.0
-25.866656,0.0,0.0
-24.939792,0.0,0.0
-26.938761,0.0,0.0
-27.552840,0.0,0.0
-33.181666,0.0,0.0
-34.801231,0.0,0.0
-29.697561,0.0,0.0
-29.766256,0.0,0.0
-34.306611,0.0,0.0
-30.766744,0.0,0.0
-28.889310,0.0,0.0
-34.358162,0.0,0.0
-24.763908,0.0,0.0
-24.198608,0.0,0.0
-27.963927,0.0,0.0
-26.187170,0.0,0.0
-32.383128,0.0,0.0
-35.985995,0.0,0.0
-33.914010,0.0,0.0
-34.348626,0.0,0.0
-22.078131,0.0,0.0
-18.851706,0.0,0.0
-20.346782,0.0,0.0
-22.541963,0.0,0.0
-27.894039,0.0,0.0
-34.104668,0.0,0.0
-31.432889,0.0,0.0
-24.845093,0.0,0.0
-27.563760,0.0,0.0
-27.031585,0.0,0.0
-30.496372,0.0,0.0
-25.059216,0.0,0.0
-24.936648,0.0,0.0
-25.946305,0.0,0.0
-28.043262,0.0,0.0
-34.980107,0.0,0.0
-34.189153,0.0,0.0
-33.753212,0.0,0.0
-34.971745,0.0,0.0
-26.726056,0.0,0.0
-25.291749,0.0,0.0
-27.503381,0.0,0.0
-25.024570,0.0,0.0
-22.817240,0.0,0.0
-27.305471,0.0,0.0
-35.664521,0.0,0.0
-35.239189,0.0,0.0
-29.946519,0.0,0.0
-32.178976,0.0,0.0
-28.808578,0.0,0.0
-32.794580,0.0,0.0
-33.786543,0.0,0.0
-33.178886,0.0,0.0
-29.375168,0.0,0.0
-30.948756,0.0,0.0
-29.047239,0.0,0.0
-29.074221,0.0,0.0
-27.526120,0.0,0.0
-28.095837,0.0,0.0
-30.556592,0.0,0.0
-31.972600,0.0,0.0
-29.522504,0.0,0.0
-30.483300,0.0,0.0
-32.691440,0.0,0.0
-33.956674,0.0,0.0
-33.489024,0.0,0.0
-32.917865,0.0,0.0
-34.737567,0.0,0.0
-34.893177,0.0,0.0
-33.435780,0.0,0.0
-34.076586,0.0,0.0
-32.245718,0.0,0.0
-29.030237,0.0,0.0
-28.966807,0.0,0.0
-25.724916,0.0,0.0
-25.558400,0.0,0.0
-25.812392,0.0,0.0
-20.522001,0.0,0.0
-23.414355,0.0,0.0
-30.890633,0.0,0.0
-34.813794,0.0,0.0
-26.488170,0.0,0.0
-24.535464,0.0,0.0
-21.316639,0.0,0.0
-24.303749,0.0,0.0
-21.696480,0.0,0.0
-21.330558,0.0,0.0
-23.065825,0.0,0.0
-23.234733,0.0,0.0
-25.845011,0.0,0.0
-29.272574,0.0,0.0
-26.264014,0.0,0.0
-31.807826,0.0,0.0
-26.104440,0.0,0.0
-23.678868,0.0,0.0
-26.839802,0.0,0.0
-25.086957,0.0,0.0
-24.597511,0.0,0.0
-24.525903,0.0,0.0
-26.737172,0.0,0.0
-22.512986,0.0,0.0
-20.859662,0.0,0.0
-23.041061,0.0,0.0
-26.975989,0.0,0.0
-29.304843,0.0,0.0
-29.467775,0.0,0.0
-26.613147,0.0,0.0
-25.357091,0.0,0.0
-25.313075,0.0,0.0
-28.410535,0.0,0.0
-23.249356,0.0,0.0
-32.073253,0.0,0.0
-35.269522,0.0,0.0
-30.945164,0.0,0.0
-31.125075,0.0,0.0
-29.730907,0.0,0.0
-33.352436,0.0,0.0
-35.037018,0.0,0.0
-34.946758,0.0,0.0
-36.717733,0.0,0.0
-33.709294,0.0,0.0
-36.953419,0.0,0.0
-35.148645,0.0,0.0
-34.009744,0.0,0.0
-26.947476,0.0,0.0
-31.461171,0.0,0.0
-24.310984,0.0,0.0
-22.324755,0.0,0.0
-34.422289,0.0,0.0
-32.400353,0.0,0.0
-27.096196,0.0,0.0
-28.179155,0.0,0.0
-34.220860,0.0,0.0
-20.982014,0.0,0.0
-22.037862,0.0,0.0
-26.643963,0.0,0.0
-29.570920,0.0,0.0
-31.393734,0.0,0.0
-20.109396,0.0,0.0
-23.122332,0.0,0.0
-25.109367,0.0,0.0
-27.329660,0.0,0.0
-29.743129,0.0,0.0
-31.841317,0.0,0.0
-31.074799,0.0,0.0
-29.920123,0.0,0.0
-21.833478,0.0,0.0
-20.611225,0.0,0.0
-21.117353,0.0,0.0
-21.721616,0.0,0.0
-25.162251,0.0,0.0
-31.232510,0.0,0.0
-33.600217,0.0,0.0
-36.319427,0.0,0.0
-37.066946,0.0,0.0
-33.874629,0.0,0.0
-25.029563,0.0,0.0
-20.392034,0.0,0.0
-21.216988,0.0,0.0
-26.101063,0.0,0.0
-34.324471,0.0,0.0
-34.259697,0.0,0.0
-30.890165,0.0,0.0
-27.523126,0.0,0.0
-26.548523,0.0,0.0
-20.898938,0.0,0.0
-22.963420,0.0,0.0
-27.355353,0.0,0.0
-28.680177,0.0,0.0
-26.242808,0.0,0.0
-27.417771,0.0,0.0
-28.397940,0.0,0.0
-22.412234,0.0,0.0
-21.637583,0.0,0.0
-24.207762,0.0,0.0
-25.745396,0.0,0.0
-24.351063,0.0,0.0
-22.540347,0.0,0.0
-26.850607,0.0,0.0
-28.029354,0.0,0.0
-26.516155,0.0,0.0
-27.276724,0.0,0.0
-26.431587,0.0,0.0
-26.938024,0.0,0.0
-19.899554,0.0,0.0
-23.751696,0.0,0.0
-29.845841,0.0,0.0
-31.760412,0.0,0.0
-30.430351,0.0,0.0
-32.887629,0.0,0.0
-30.549928,0.0,0.0
-33.849678,0.0,0.0
-29.942304,0.0,0.0
-29.264796,0.0,0.0
